info,vehicle_id,link,record_date,vehicle_type
大众 宝来 2013款 1.6L 手动时尚型2013年|5.7万公里|中山5.18万严选车11.70万,59805644@30@12@1&0120000000000057,https://www.guazi.com/zhongshan/1f3a70b341f510a6x.htm#fr_page=list&fr_pos=city&fr_no=12,2018-12-04,gas
别克 君威 2012款 2.0L 舒适版2013年|5.7万公里|东莞7.73万严选车20.20万,59410208@30@13@1&0120000000000057,https://www.guazi.com/dg/0e77483126089cd2x.htm#fr_page=list&fr_pos=city&fr_no=13,2018-12-04,gas
别克 昂科拉 2013款 1.4T 自动两驱精英型2013年|4.8万公里|深圳6.30万超值严选车17.40万,52735878@30@14@1&0120000000000057,https://www.guazi.com/sz/f60b94bdfde2a993x.htm#fr_page=list&fr_pos=city&fr_no=14,2018-12-04,gas
别克 英朗 2013款 GT 1.6L 自动舒适版2013年|6.6万公里|西安6.05万严选车16.00万,60401819@30@15@1&0120000000000057,https://www.guazi.com/xa/a78ad2d5f8a74948x.htm#fr_page=list&fr_pos=city&fr_no=15,2018-12-04,gas
宝骏730 2014款 1.5L 手动舒适型 7座2015年|3.6万公里|东莞4.50万超值严选车8.10万,61053150@30@16@1&0120000000000057,https://www.guazi.com/dg/57d4e9fdfa16cd2ax.htm#fr_page=list&fr_pos=city&fr_no=16,2018-12-04,gas
雪铁龙 世嘉 2013款 三厢 1.6L 自动品尚型2013年|0.9万公里|南京5.33万严选车12.80万,60224859@30@17@1&0120000000000057,https://www.guazi.com/nj/eb59859afebd9463x.htm#fr_page=list&fr_pos=city&fr_no=17,2018-12-04,gas
比亚迪G5 2014款 1.5TID 自动豪华型2015年|3.9万公里|金华4.60万严选车9.30万,59762192@30@18@1&0120000000000057,https://www.guazi.com/jinhua/b3ec3f738de6824fx.htm#fr_page=list&fr_pos=city&fr_no=18,2018-12-04,gas
别克 英朗 2012款 GT 1.8L 自动时尚真皮版2013年|5.8万公里|杭州补贴后5.89万急售严选车补贴金100元,54329869@30@19@1&0120000000000057,https://www.guazi.com/hz/070b69e84c0b609bx.htm#fr_page=list&fr_pos=city&fr_no=19,2018-12-04,gas
现代 悦动 2011款 1.6L 自动舒适型2015年|1.3万公里|合肥5.50万严选车11.90万,60911034@30@20@1&0120000000000057,https://www.guazi.com/hf/bcc9207f74c95dc1x.htm#fr_page=list&fr_pos=city&fr_no=20,2018-12-04,gas
福特 嘉年华 2013款 三厢 1.5L 自动时尚型2013年|1.9万公里|西安5.21万严选车10.70万,60146389@30@21@1&0120000000000057,https://www.guazi.com/xa/48638504f377cd1cx.htm#fr_page=list&fr_pos=city&fr_no=21,2018-12-04,gas
雪铁龙C4L 2013款 1.8L 手动劲智版2013年|5.8万公里|天津5.70万严选车15.80万,63226884@30@22@1&0120000000000057,https://www.guazi.com/tj/939c446e5e081832x.htm#fr_page=list&fr_pos=city&fr_no=22,2018-12-04,gas
北汽幻速S3 2015款 1.5L 舒适型 国V2015年|6.9万公里|长沙2.77万超值严选车7.30万,62001328@30@23@1&0120000000000057,https://www.guazi.com/cs/2b4246b2082afa23x.htm#fr_page=list&fr_pos=city&fr_no=23,2018-12-04,gas
福特 福克斯 2012款 三厢 1.6L 手动舒适型2013年|9.1万公里|厦门4.40万超值严选车13.00万,63776584@30@24@1&0120000000000057,https://www.guazi.com/xm/45794a8aca3e1f64x.htm#fr_page=list&fr_pos=city&fr_no=24,2018-12-04,gas
日产 颐达 2008款 1.6L 手动时尚型2009年|2.5万公里|成都3.10万严选车11.60万,60222929@30@25@1&0120000000000057,https://www.guazi.com/cd/b43c639ae86ac8b9x.htm#fr_page=list&fr_pos=city&fr_no=25,2018-12-04,gas
哈弗H6 2016款 升级版 1.5T 自动两驱精英型2016年|3.3万公里|哈尔滨6.98万严选车12.40万,63227683@30@26@1&0120000000000057,https://www.guazi.com/hrb/c690d1ebcffe156ax.htm#fr_page=list&fr_pos=city&fr_no=26,2018-12-04,gas
雪铁龙 世嘉 2014款 VTS版 1.6L 自动品尚型2014年|3.0万公里|长春5.24万严选车13.40万,60649679@30@27@1&0120000000000057,https://www.guazi.com/cc/50f5b274f15b0274x.htm#fr_page=list&fr_pos=city&fr_no=27,2018-12-04,gas
斯柯达 明锐 2016款 1.6L 自动智行版2015年|4.8万公里|南昌7.76万严选车16.50万赣州过户,59975059@30@28@1&0120000000000057,https://www.guazi.com/nc/704bd58b4f89011bx.htm#fr_page=list&fr_pos=city&fr_no=28,2018-12-04,gas
福特 福克斯 2012款 三厢 1.6L 自动风尚型2013年|5.1万公里|重庆6.19万严选车15.60万,63314838@30@29@1&0120000000000057,https://www.guazi.com/cq/61b87a04a5883ab9x.htm#fr_page=list&fr_pos=city&fr_no=29,2018-12-04,gas
别克 君越 2013款 2.4L SIDI领先舒适型2014年|4.7万公里|济南12.30万超值严选车25.60万,60945283@30@30@1&0120000000000057,https://www.guazi.com/jn/6ab41d3e7ad6af1cx.htm#fr_page=list&fr_pos=city&fr_no=30,2018-12-04,gas
长安CS75 2014款 1.8T 自动尊贵型 国IV2016年|2.9万公里|重庆7.47万严选车15.60万,63123996@30@31@1&0120000000000057,https://www.guazi.com/cq/21eb829eec883ac5x.htm#fr_page=list&fr_pos=city&fr_no=31,2018-12-04,gas
长城M4 2014款 1.5L 手动豪华型2015年|4.1万公里|合肥3.24万超值严选车7.50万,63720857@30@32@1&0120000000000057,https://www.guazi.com/hf/c90862a3aacdbff7x.htm#fr_page=list&fr_pos=city&fr_no=32,2018-12-04,gas
现代ix35 2012款 2.0L 自动两驱精英版GLS2013年|8.8万公里|天津8.07万严选车21.30万,62952711@30@33@1&0120000000000057,https://www.guazi.com/tj/bfc116a506b20adax.htm#fr_page=list&fr_pos=city&fr_no=33,2018-12-04,gas
比亚迪 速锐 2015款 1.5L 手动豪华型2015年|4.0万公里|温州3.53万超值严选车8.30万,59813621@30@34@1&0120000000000057,https://www.guazi.com/wenzhou/ea0e94884a3d2566x.htm#fr_page=list&fr_pos=city&fr_no=34,2018-12-04,gas
Jeep 指南者 2012款 2.0L 两驱豪华版(进口)2012年|9.3万公里|北京9.24万严选车25.90万,61141969@30@35@1&0120000000000057,https://www.guazi.com/bj/bf89cdd5cc07303ax.htm#fr_page=list&fr_pos=city&fr_no=35,2018-12-04,gas
宝骏560 2015款 1.8L 手动豪华型2016年|2.5万公里|成都5.81万严选车9.70万,61145084@30@36@1&0120000000000057,https://www.guazi.com/cd/5c58a8f4b42c5b21x.htm#fr_page=list&fr_pos=city&fr_no=36,2018-12-04,gas
福特 翼搏 2013款 1.5L 自动风尚型2015年|2.2万公里|石家庄6.80万严选车12.20万安阳过户,60941876@30@37@1&0120000000000057,https://www.guazi.com/sjz/0f09c46d216d8545x.htm#fr_page=list&fr_pos=city&fr_no=37,2018-12-04,gas
日产 逍客 2012款 2.0XL 火 CVT 2WD2014年|4.4万公里|佛山8.28万严选车17.90万,60317058@30@38@1&0120000000000057,https://www.guazi.com/foshan/16dcb0fba8f72279x.htm#fr_page=list&fr_pos=city&fr_no=38,2018-12-04,gas
大众 朗逸 2011款 1.4TSI 手动品雅版2012年|6.4万公里|石家庄5.13万严选车14.40万,60298297@30@39@1&0120000000000057,https://www.guazi.com/sjz/2c5c72bda6054fbbx.htm#fr_page=list&fr_pos=city&fr_no=39,2018-12-04,gas
大众 帕萨特 2014款 1.8TSI DSG尊荣版2014年|9.1万公里|南宁11.00万超值严选车23.80万,38338359@31@0@1&0120000000000057,https://www.guazi.com/nn/c4871d0fe4ed9e27x.htm#fr_page=list&fr_pos=city&fr_no=0,2018-12-04,gas
Jeep 自由光 2016款 2.0L 优越版2016年|2.6万公里|长春13.58万严选车23.90万,56605975@31@1@1&0120000000000057,https://www.guazi.com/cc/c2af12274b8438fbx.htm#fr_page=list&fr_pos=city&fr_no=1,2018-12-04,gas
大众 凌渡 2017款 280TSI DSG豪华版2017年|0.4万公里|武汉14.36万准新车严选车21.70万,63820104@31@2@1&0120000000000057,https://www.guazi.com/wh/60dd9e73003aebc9x.htm#fr_page=list&fr_pos=city&fr_no=2,2018-12-04,gas
奔驰B级 2015款 B 200 动感型(进口)2016年|2.6万公里|沈阳15.45万超值严选车28.40万,58853854@31@3@1&0120000000000057,https://www.guazi.com/sy/726280fc15d363c9x.htm#fr_page=list&fr_pos=city&fr_no=3,2018-12-04,gas
斯柯达Yeti 2016款 1.4TSI DSG前行版2016年|12.9万公里|北京补贴后8.26万急售严选车补贴金700元,59623055@31@4@1&0120000000000057,https://www.guazi.com/bj/21d353e3af200120x.htm#fr_page=list&fr_pos=city&fr_no=4,2018-12-04,gas
起亚K2 2011款 三厢 1.4L MT GLS2012年|8.3万公里|重庆3.30万严选车8.50万,60531696@31@5@1&0120000000000057,https://www.guazi.com/cq/ea369669d50a387ax.htm#fr_page=list&fr_pos=city&fr_no=5,2018-12-04,gas
福特 蒙迪欧 2013款 2.0L GTDi240旗舰型2015年|3.0万公里|绵阳13.39万超值严选车28.90万,62239915@31@6@1&0120000000000057,https://www.guazi.com/mianyang/84c8092444078ecfx.htm#fr_page=list&fr_pos=city&fr_no=6,2018-12-04,gas
大众 捷达 2013款 1.6L 自动舒适型2013年|5.0万公里|包头4.70万超值严选车11.80万,63558223@31@7@1&0120000000000057,https://www.guazi.com/baotou/fc8a39c4b292747bx.htm#fr_page=list&fr_pos=city&fr_no=7,2018-12-04,gas
哈弗H1 2015款 1.5L 手动豪华型2015年|2.4万公里|成都4.21万超值严选车7.90万,60211115@31@8@1&0120000000000057,https://www.guazi.com/cd/52b14fb46f0b570cx.htm#fr_page=list&fr_pos=city&fr_no=8,2018-12-04,gas
吉利 远景 2016款 1.5L 自动幸福版2017年|2.0万公里|重庆5.02万准新车严选车7.30万,63236975@31@9@1&0120000000000057,https://www.guazi.com/cq/16fd70565dd6cb7cx.htm#fr_page=list&fr_pos=city&fr_no=9,2018-12-04,gas
日产 骊威 2010款 劲悦版 1.6L 手动全能型2010年|7.9万公里|芜湖2.60万超值严选车9.30万,61417338@31@10@1&0120000000000057,https://www.guazi.com/wuhu/5d8145cbb7784504x.htm#fr_page=list&fr_pos=city&fr_no=10,2018-12-04,gas
奥迪A4L 2009款 2.0 TFSI 舒适型2010年|12.5万公里|天津10.13万严选车35.80万,61332210@31@11@1&0120000000000057,https://www.guazi.com/tj/ae7020a297b1ae6dx.htm#fr_page=list&fr_pos=city&fr_no=11,2018-12-04,gas
三菱 欧蓝德 2016款 2.4L 四驱精英版 5座2017年|3.7万公里|南宁14.26万超值严选车20.60万,62446568@31@12@1&0120000000000057,https://www.guazi.com/nn/a2ab2082423865e5x.htm#fr_page=list&fr_pos=city&fr_no=12,2018-12-04,gas
大众 朗逸 2013款 1.4TSI DSG豪华导航版2012年|7.7万公里|青岛6.52万严选车18.10万,62107518@31@13@1&0120000000000057,https://www.guazi.com/qd/87da84e0f7df93e0x.htm#fr_page=list&fr_pos=city&fr_no=13,2018-12-04,gas
本田 雅阁 2012款 2.4L SE2012年|5.0万公里|郑州11.09万严选车24.90万,61404770@31@14@1&0120000000000057,https://www.guazi.com/zz/076bd1fb694c23a1x.htm#fr_page=list&fr_pos=city&fr_no=14,2018-12-04,gas
起亚K5 2012款 2.0L 自动DLX2013年|5.3万公里|温州8.59万严选车20.50万,59359371@31@15@1&0120000000000057,https://www.guazi.com/wenzhou/02319c3f83cd57f5x.htm#fr_page=list&fr_pos=city&fr_no=15,2018-12-04,gas
福特 翼虎 2013款 1.6L GTDi 四驱精英型2014年|6.9万公里|重庆9.89万超值严选车26.00万,61571452@31@16@1&0120000000000057,https://www.guazi.com/cq/a371e5f9144adadcx.htm#fr_page=list&fr_pos=city&fr_no=16,2018-12-04,gas
日产 轩逸 2016款 1.6XV CVT智享版2016年|4.9万公里|北京9.65万严选车15.20万,61305557@31@17@1&0120000000000057,https://www.guazi.com/bj/1fc916795f30c420x.htm#fr_page=list&fr_pos=city&fr_no=17,2018-12-04,gas
哈弗H6 2015款 运动版 1.5T 自动两驱豪华型2016年|3.0万公里|重庆7.66万严选车14.80万,61458999@31@18@1&0120000000000057,https://www.guazi.com/cq/09d753e2f6520e83x.htm#fr_page=list&fr_pos=city&fr_no=18,2018-12-04,gas
哈弗H6 2014款 运动版 1.5T 手动两驱精英型2015年|5.7万公里|芜湖6.20万超值严选车14.00万,60264759@31@19@1&0120000000000057,https://www.guazi.com/wuhu/6beebbebeefbd874x.htm#fr_page=list&fr_pos=city&fr_no=19,2018-12-04,gas
吉利 帝豪 2016款 三厢 1.5L 手动时尚型2016年|1.9万公里|珠海4.08万严选车7.60万,60426807@31@20@1&0120000000000057,https://www.guazi.com/zhuhai/20fceb508106dc32x.htm#fr_page=list&fr_pos=city&fr_no=20,2018-12-04,gas
荣威360 2015款 1.5L 手动豪华版2016年|4.7万公里|沈阳4.78万严选车9.00万,55746640@31@21@1&0120000000000057,https://www.guazi.com/sy/2d37bc249cf62e0ax.htm#fr_page=list&fr_pos=city&fr_no=21,2018-12-04,gas
大众 速腾 2015款 1.6L 自动舒适型2015年|3.4万公里|重庆9.20万严选车16.40万达州过户,61474873@31@22@1&0120000000000057,https://www.guazi.com/cq/b0000523b673e7f9x.htm#fr_page=list&fr_pos=city&fr_no=22,2018-12-04,gas
哈弗H6 Coupe 2015款 蓝标 2.0T 自动两驱精英型2016年|1.9万公里|昆明9.39万超值严选车17.60万,60229338@31@23@1&0120000000000057,https://www.guazi.com/km/dca5746bd96750fax.htm#fr_page=list&fr_pos=city&fr_no=23,2018-12-04,gas
吉利 远景 2015款 1.5L 手动精英型2015年|2.9万公里|佛山3.33万严选车6.30万,61111754@31@24@1&0120000000000057,https://www.guazi.com/foshan/5dc5909d042c7de0x.htm#fr_page=list&fr_pos=city&fr_no=24,2018-12-04,gas
长安 逸动 2014款 1.6L 手动豪华型2014年|9.2万公里|重庆3.74万超值严选车8.70万,59634524@31@25@1&0120000000000057,https://www.guazi.com/cq/ccad4c57bfb8cae6x.htm#fr_page=list&fr_pos=city&fr_no=25,2018-12-04,gas
丰田 汉兰达 2015款 2.0T 四驱豪华版 7座2015年|7.1万公里|重庆25.20万严选车32.00万,61446234@31@26@1&0120000000000057,https://www.guazi.com/cq/3ecfd3124848fb94x.htm#fr_page=list&fr_pos=city&fr_no=26,2018-12-04,gas
北汽幻速S3 2014款 1.5L 豪华型 国IV2015年|2.9万公里|惠州3.36万严选车7.50万,62032410@31@27@1&0120000000000057,https://www.guazi.com/huizhou/26d83f370d4a97d5x.htm#fr_page=list&fr_pos=city&fr_no=27,2018-12-04,gas
福特 福克斯 2012款 两厢 1.6L 手动风尚型2013年|6.7万公里|东莞补贴后5.44万急售严选车补贴金1600元,50070407@31@28@1&0120000000000057,https://www.guazi.com/dg/78c91ea658176da6x.htm#fr_page=list&fr_pos=city&fr_no=28,2018-12-04,gas
MG 锐腾 2015款 1.5TGI TST豪华版2017年|2.9万公里|上海8.19万准新车严选车16.20万,63310557@31@29@1&0120000000000057,https://www.guazi.com/sh/a0c46219d397fb4ex.htm#fr_page=list&fr_pos=city&fr_no=29,2018-12-04,gas
现代 瑞纳 2010款 三厢 1.4L 自动舒适型GS2013年|5.6万公里|福州3.86万严选车9.40万,63140827@31@30@1&0120000000000057,https://www.guazi.com/fz/08c8b2ae0004967ex.htm#fr_page=list&fr_pos=city&fr_no=30,2018-12-04,gas
现代 瑞纳 2010款 三厢 1.4L 自动BLUE型2013年|7.9万公里|北京4.07万严选车11.10万,61920121@31@31@1&0120000000000057,https://www.guazi.com/bj/6e6a4b3641b8d735x.htm#fr_page=list&fr_pos=city&fr_no=31,2018-12-04,gas
雪佛兰 科鲁兹 2013款 1.6L SL天地版 AT2013年|5.6万公里|佛山5.11万超值严选车13.90万,63937112@31@32@1&0120000000000057,https://www.guazi.com/foshan/dfb8d3ed6e4a5175x.htm#fr_page=list&fr_pos=city&fr_no=32,2018-12-04,gas
大众 朗逸 2013款 改款经典 1.6L 自动风尚版2016年|3.4万公里|烟台7.82万严选车13.60万,61111724@31@33@1&0120000000000057,https://www.guazi.com/yantai/9fedeec17b33490ex.htm#fr_page=list&fr_pos=city&fr_no=33,2018-12-04,gas
雪佛兰 科鲁兹 2013款 1.8L SE AT2014年|4.1万公里|烟台5.55万超值严选车14.90万,63578400@31@34@1&0120000000000057,https://www.guazi.com/yantai/bb451512faaeacf9x.htm#fr_page=list&fr_pos=city&fr_no=34,2018-12-04,gas
哈弗H6 2015款 运动版 1.5T 自动两驱豪华型2015年|3.5万公里|淮安7.61万超值严选车14.80万,60978959@31@35@1&0120000000000057,https://www.guazi.com/huaian/2768eafd2369856ex.htm#fr_page=list&fr_pos=city&fr_no=35,2018-12-04,gas
丰田 凯美瑞 2016款 2.0G 十周年纪念领先版2017年|1.8万公里|广州16.08万准新车严选车21.30万,61395643@31@36@1&0120000000000057,https://www.guazi.com/gz/9df5be78e4f90ac8x.htm#fr_page=list&fr_pos=city&fr_no=36,2018-12-04,gas
福特 福克斯 2012款 两厢 1.6L 手动风尚型2014年|5.5万公里|廊坊5.69万严选车14.40万,60529487@31@37@1&0120000000000057,https://www.guazi.com/langfang/43b2c3d5c4ba826dx.htm#fr_page=list&fr_pos=city&fr_no=37,2018-12-04,gas
斯柯达 明锐 2015款 1.4TSI DSG逸俊版2015年|6.4万公里|重庆8.75万严选车18.10万,61571093@31@38@1&0120000000000057,https://www.guazi.com/cq/9f833ab1cbbbaa84x.htm#fr_page=list&fr_pos=city&fr_no=38,2018-12-04,gas
日产 轩逸 2012款 经典 1.6XE 自动舒适版2015年|6.3万公里|深圳6.41万严选车11.90万,60977242@31@39@1&0120000000000057,https://www.guazi.com/sz/aa82626754a706e9x.htm#fr_page=list&fr_pos=city&fr_no=39,2018-12-04,gas
Jeep 自由光 2016款 2.4L 领先版2017年|0.7万公里|成都15.28万准新车严选车24.90万,62812146@32@0@1&0120000000000057,https://www.guazi.com/cd/2c94397d26089287x.htm#fr_page=list&fr_pos=city&fr_no=0,2018-12-04,gas
吉利 远景 2018款 1.5L 手动幸福版2017年|1.3万公里|宁波4.24万准新车严选车6.50万,60016281@32@1@1&0120000000000057,https://www.guazi.com/nb/1646b33e25e15a58x.htm#fr_page=list&fr_pos=city&fr_no=1,2018-12-04,gas
大众 速腾 2018款 280TSI DSG豪华型2018年|0.9万公里|成都12.07万超值准新车严选车18.80万新上架,64029039@32@2@1&0120000000000057,https://www.guazi.com/cd/0cd2927588be788ax.htm#fr_page=list&fr_pos=city&fr_no=2,2018-12-04,gas
丰田 RAV4 2015款 2.0L CVT两驱风尚版2015年|2.8万公里|东莞13.68万超值严选车21.70万,63175306@32@3@1&0120000000000057,https://www.guazi.com/dg/3ad5cc133731935cx.htm#fr_page=list&fr_pos=city&fr_no=3,2018-12-04,gas
奔驰C级 2015款 C 200 L 4MATIC 运动版2015年|3.2万公里|成都28.11万严选车43.40万,58637113@32@4@1&0120000000000057,https://www.guazi.com/cd/4e525de13b9dbe52x.htm#fr_page=list&fr_pos=city&fr_no=4,2018-12-04,gas
日产 轩逸 2012款 经典 1.6XE 手动舒适版2015年|12.1万公里|中山4.24万超值严选车10.80万,62304794@32@5@1&0120000000000057,https://www.guazi.com/zhongshan/f4f24b7a6d6f700cx.htm#fr_page=list&fr_pos=city&fr_no=5,2018-12-04,gas
大众 途安 2011款 1.4T 自动智雅版5座2011年|6.7万公里|上海6.28万严选车19.40万,63177529@32@6@1&0120000000000057,https://www.guazi.com/sh/26948689c045097bx.htm#fr_page=list&fr_pos=city&fr_no=6,2018-12-04,gas
现代 朗动 2012款 1.6L 手动领先型2013年|11.0万公里|昆明4.97万超值严选车12.60万,61300921@32@7@1&0120000000000057,https://www.guazi.com/km/d5b2753b5a4cf7b2x.htm#fr_page=list&fr_pos=city&fr_no=7,2018-12-04,gas
大众 捷达 2013款 1.6L 手动豪华型2013年|5.0万公里|长春4.79万严选车11.90万,60734593@32@8@1&0120000000000057,https://www.guazi.com/cc/08e38eb9f74779e2x.htm#fr_page=list&fr_pos=city&fr_no=8,2018-12-04,gas
马自达CX-5 2013款 2.0L 自动四驱精英型2013年|8.5万公里|武汉补贴后10.20万超值急售严选车补贴金2000元,54227345@32@9@1&0120000000000057,https://www.guazi.com/wh/c964932f68da4d25x.htm#fr_page=list&fr_pos=city&fr_no=9,2018-12-04,gas
福特 蒙迪欧-致胜 2011款 2.0L GTDi200豪华型2012年|7.8万公里|苏州6.46万超值严选车23.60万新上架,64063575@32@10@1&0120000000000057,https://www.guazi.com/su/256e0acc5ee91fdbx.htm#fr_page=list&fr_pos=city&fr_no=10,2018-12-04,gas
标致301 2014款 1.6L 自动舒适版2014年|4.0万公里|杭州4.38万严选车10.30万,61146771@32@11@1&0120000000000057,https://www.guazi.com/hz/dc674532e446fd8ax.htm#fr_page=list&fr_pos=city&fr_no=11,2018-12-04,gas
哈弗H6 2011款 2.0L 手动两驱都市型2012年|8.7万公里|东莞3.21万超值严选车10.40万,60005134@32@12@1&0120000000000057,https://www.guazi.com/dg/1b4851a595abb6eax.htm#fr_page=list&fr_pos=city&fr_no=12,2018-12-04,gas
现代 悦动 2011款 1.6L 手动豪华型2015年|6.7万公里|贵阳4.93万超值严选车11.90万,60947562@32@13@1&0120000000000057,https://www.guazi.com/gy/600cbaa56cf6a47dx.htm#fr_page=list&fr_pos=city&fr_no=13,2018-12-04,gas
大众 宝来 2012款 1.6L 自动时尚型2012年|10.5万公里|西安4.70万超值严选车13.00万,52631911@32@14@1&0120000000000057,https://www.guazi.com/xa/2567020d78859e69x.htm#fr_page=list&fr_pos=city&fr_no=14,2018-12-04,gas
大众 捷达 2013款 1.6L 手动舒适型2013年|7.6万公里|合肥4.15万严选车10.70万,62464947@32@15@1&0120000000000057,https://www.guazi.com/hf/80ac3b7822aa0a62x.htm#fr_page=list&fr_pos=city&fr_no=15,2018-12-04,gas
本田CR-V 2013款 2.0L 两驱经典版2014年|2.7万公里|广州补贴后13.30万超值急售严选车补贴金2000元,58854123@32@16@1&0120000000000057,https://www.guazi.com/gz/4e4c22b102d4e57fx.htm#fr_page=list&fr_pos=city&fr_no=16,2018-12-04,gas
本田XR-V 2015款 1.5L LXi CVT经典版2016年|4.6万公里|天津10.63万严选车15.00万,61479994@32@17@1&0120000000000057,https://www.guazi.com/tj/eb0426d799cc0f8dx.htm#fr_page=list&fr_pos=city&fr_no=17,2018-12-04,gas
雪铁龙 爱丽舍 2014款 1.6L 自动时尚型2014年|3.3万公里|金华4.28万严选车10.20万,63299446@32@18@1&0120000000000057,https://www.guazi.com/jinhua/ed1b4aa952f80831x.htm#fr_page=list&fr_pos=city&fr_no=18,2018-12-04,gas
雪佛兰 爱唯欧 2011款 两厢 1.6L AT SX2011年|7.4万公里|贵阳3.16万严选车12.10万,60091188@32@19@1&0120000000000057,https://www.guazi.com/gy/ff690c1c069148a9x.htm#fr_page=list&fr_pos=city&fr_no=19,2018-12-04,gas
菲亚特菲翔 2012款 1.4T 自动劲享版2014年|5.7万公里|重庆5.87万严选车15.10万,37050170@32@20@1&0120000000000057,https://www.guazi.com/cq/d26fa4f5600827cbx.htm#fr_page=list&fr_pos=city&fr_no=20,2018-12-04,gas
现代 名图 2014款 1.8L 自动智能型GLS2015年|5.3万公里|成都8.87万严选车16.30万,61035203@32@21@1&0120000000000057,https://www.guazi.com/cd/e259dd09f4dcbcfdx.htm#fr_page=list&fr_pos=city&fr_no=21,2018-12-04,gas
荣威350 2014款 1.5L 手动迅驰版2014年|5.7万公里|西安3.35万严选车8.20万,60937476@32@22@1&0120000000000057,https://www.guazi.com/xa/33c4864cf60fa9e1x.htm#fr_page=list&fr_pos=city&fr_no=22,2018-12-04,gas
雪佛兰 科鲁兹 2012款 1.6L SL天地版 AT2013年|7.0万公里|青岛5.12万严选车13.90万,62462886@32@23@1&0120000000000057,https://www.guazi.com/qd/6b16ae1193f756f2x.htm#fr_page=list&fr_pos=city&fr_no=23,2018-12-04,gas
大众 桑塔纳 2015款 1.6L 自动舒适版2016年|6.8万公里|南通6.12万严选车12.40万,60632276@32@24@1&0120000000000057,https://www.guazi.com/nantong/3b2ff4ce0be6ae85x.htm#fr_page=list&fr_pos=city&fr_no=24,2018-12-04,gas
本田 飞度 2014款 1.5L LX CVT舒适型2014年|5.8万公里|武汉5.63万超值严选车8.90万,61016271@32@25@1&0120000000000057,https://www.guazi.com/wh/331cdf510daeba40x.htm#fr_page=list&fr_pos=city&fr_no=25,2018-12-04,gas
北汽幻速S3 2014款 1.5L 舒适型 国IV2015年|3.2万公里|东莞3.28万严选车7.10万,60984555@32@26@1&0120000000000057,https://www.guazi.com/dg/162f2b3381f8efc4x.htm#fr_page=list&fr_pos=city&fr_no=26,2018-12-04,gas
本田 缤智 2015款 1.5L CVT两驱舒适型2016年|5.2万公里|佛山10.00万超值严选车14.80万,59979311@32@27@1&0120000000000057,https://www.guazi.com/foshan/82e1b998b83c6cd0x.htm#fr_page=list&fr_pos=city&fr_no=27,2018-12-04,gas
奇瑞 艾瑞泽5 2016款 1.5L CVT领锐版2016年|4.9万公里|重庆5.29万严选车8.50万,58198696@32@28@1&0120000000000057,https://www.guazi.com/cq/cd8ab3efcfd963bex.htm#fr_page=list&fr_pos=city&fr_no=28,2018-12-04,gas
长城M4 2012款 1.5L 手动舒适型2014年|3.0万公里|潍坊3.10万超值严选车6.90万,63725156@32@29@1&0120000000000057,https://www.guazi.com/weifang/d740bf401370fcd5x.htm#fr_page=list&fr_pos=city&fr_no=29,2018-12-04,gas
福特 福克斯 2012款 两厢 1.6L 手动风尚型2012年|8.1万公里|天津4.75万严选车14.40万,60884829@32@30@1&0120000000000057,https://www.guazi.com/tj/1d5c8148ba08dd90x.htm#fr_page=list&fr_pos=city&fr_no=30,2018-12-04,gas
现代 朗动 2015款 1.6L 自动领先型2016年|9.1万公里|石家庄7.11万严选车13.90万,63314477@32@31@1&0120000000000057,https://www.guazi.com/sjz/7f5943e2d9dc4aa0x.htm#fr_page=list&fr_pos=city&fr_no=31,2018-12-04,gas
传祺GS4 2015款 200T G-DCT尊贵版2015年|3.5万公里|盐城7.55万超值严选车15.90万,58628144@32@32@1&0120000000000057,https://www.guazi.com/yancheng/9732deb015b83e52x.htm#fr_page=list&fr_pos=city&fr_no=32,2018-12-04,gas
现代 索纳塔八 2013款 2.0L 自动领先版2013年|12.0万公里|重庆7.46万严选车19.50万,62292788@32@33@1&0120000000000057,https://www.guazi.com/cq/6ce4ce767619c256x.htm#fr_page=list&fr_pos=city&fr_no=33,2018-12-04,gas
标致2008 2014款 1.6L 手动时尚版2015年|2.6万公里|北京6.05万严选车12.10万,61025786@32@34@1&0120000000000057,https://www.guazi.com/bj/05abd5ba8aa371f2x.htm#fr_page=list&fr_pos=city&fr_no=34,2018-12-04,gas
雪佛兰 科鲁兹 2013款 1.8L SE AT2013年|5.9万公里|青岛5.17万超值严选车14.90万,62909986@32@35@1&0120000000000057,https://www.guazi.com/qd/23a0c77445db1d55x.htm#fr_page=list&fr_pos=city&fr_no=35,2018-12-04,gas
别克 凯越 2013款 1.5L 手动经典型2014年|3.8万公里|沈阳4.30万严选车10.50万,61047376@32@36@1&0120000000000057,https://www.guazi.com/sy/295f8a68aa52dac9x.htm#fr_page=list&fr_pos=city&fr_no=36,2018-12-04,gas
现代 朗动 2013款 1.6L 自动领先型2014年|7.2万公里|泉州6.59万严选车13.90万,58310250@32@37@1&0120000000000057,https://www.guazi.com/quanzhou/72184f9aab68e055x.htm#fr_page=list&fr_pos=city&fr_no=37,2018-12-04,gas
比亚迪S6 2014款 2.0L 手动豪华型 5座2014年|1.8万公里|济南4.01万严选车8.70万,61425921@32@38@1&0120000000000057,https://www.guazi.com/jn/5e9904ff6742be63x.htm#fr_page=list&fr_pos=city&fr_no=38,2018-12-04,gas
